"","am_sid","class","order","family","Loo","K","Winfinity","tmax","tm","M","Lm","depthrangedeep","demerspelag","EnvTemp","FeedingType","bodyshape","IUCN_Code","Resilience","pd50","vulnerability","importance","pricecateg"
"8434","Fis-30879","Actinopterygii","Scorpaeniformes","Triglidae",32.6675208982889,0.306194429841495,379.153364737871,10.6101169106216,3.33062005880188,0.498795959883665,19.1961506004709,183,"demersal","subtropical",NA,"elongated","LC","Medium",0.5,37.27,NA,"medium"
"8435","Fis-30880","Actinopterygii","Pleuronectiformes","Pleuronectidae",49.5768389074607,0.192848901668902,1343.76280684406,17.6463257991806,4.23011535829817,0.258012470562633,26.308300230048,325,"demersal","temperate","hunting macrofauna (predator)","short_andor_deep","NE","Medium",1,37.41,NA,"medium"
"8436","Fis-30881","Actinopterygii","Scorpaeniformes","Psychrolutidae",34.1374624901925,0.190392679594588,394.426772675351,13.5215978695,4.14771266728516,0.315604427688679,19.9414723417113,1100,"demersal","temperate","hunting macrofauna (predator)","elongated","NE",NA,0.5005,10,NA,"unknown"
"8437","Fis-30882","Actinopterygii","Scorpaeniformes","Cottidae",25.3850219863434,0.233773610826918,176.406622309891,9.93288223083749,3.05336589701056,0.411419884395754,14.5244122704271,284,"demersal","subtropical",NA,"elongated","NE","Medium",0.625,34.4,NA,"low"
"8438","Fis-30883","Actinopterygii","Scorpaeniformes","Cottidae",25.3850219863434,0.233773610826918,176.406622309891,9.93288223083749,3.05336589701056,0.411419884395754,14.5244122704271,146,"demersal","temperate",NA,"elongated","NE","Medium",0.625,33.59,NA,"low"
"8439","Fis-30886","Actinopterygii","Scorpaeniformes","Sebastidae",38.0088829763065,0.128353478619067,930.755733019741,45.5742238919303,9.03826338969516,0.100069344932279,26.4090407384095,293,"demersal","subtropical",NA,"fusiform_normal","NE","Low",0.5,45.67,NA,"medium"
"8440","Fis-30887","Actinopterygii","Scorpaeniformes","Sebastidae",37.2061786460534,0.134313864870761,875.100964652747,46.3130320951231,9.02894661599089,0.101318649769651,26.2880105382833,558,"demersal","temperate",NA,"fusiform_normal","NE","Low",0.5,49.83,"minor commercial","medium"
"8441","Fis-30888","Actinopterygii","Scorpaeniformes","Sebastidae",70.4596932059927,0.0376334401182791,7015.41993327515,68.1331799200918,19.3620219290572,0.0555023610420896,40.3917191952671,1600,"demersal","temperate","filtering plankton","fusiform_normal","EN","Low",0.625,69.71,"minor commercial","very high"
"8442","Fis-30889","Actinopterygii","Scorpaeniformes","Sebastidae",47.2408646616291,0.0709223520073251,1980.67109457389,41.3666478809492,11.4101590473539,0.0973836937971203,28.5606409897012,1757,"demersal","deep-water",NA,"fusiform_normal","NE","Low",0.625,65.64,NA,"unknown"
"8443","Fis-30890","Actinopterygii","Scorpaeniformes","Cottidae",25.3850219863434,0.233773610826918,176.406622309891,9.93288223083749,3.05336589701056,0.411419884395754,14.5244122704271,NA,"demersal","temperate",NA,"fusiform_normal","NE","High",0.75,21.96,NA,"low"
"8444","Fis-30891","Actinopterygii","Scorpaeniformes","Cottidae",25.3850219863434,0.233773610826918,176.406622309891,9.93288223083749,3.05336589701056,0.411419884395754,14.5244122704271,1,"demersal","temperate",NA,NA,"NE","High",0.75,21.04,NA,"low"
"8445","Fis-30892","Actinopterygii","Tetraodontiformes","Tetraodontidae",28.847916079589,0.526838725849629,707.115347374163,5.7909591836765,1.78025447988015,1.01557118733629,17.5410435401151,100,"demersal","subtropical",NA,"short_andor_deep","LC","High",0.5,16.49,NA,"very high"
"8446","Fis-30893","Actinopterygii","Tetraodontiformes","Tetraodontidae",28.847916079589,0.526838725849629,707.115347374163,5.7909591836765,1.78025447988015,1.01557118733629,17.5410435401151,NA,"demersal","subtropical",NA,"short_andor_deep","LC","High",0.5,13.37,NA,"very high"
"8447","Fis-30894","Actinopterygii","Pleuronectiformes","Paralichthyidae",25.277043203844,0.549657034017406,151.894018013606,4.82854812678753,0.926922366590797,0.941970986935186,10.7214121306889,95,"reef-associated","tropical","hunting macrofauna (predator)","short_andor_deep","LC","High",0.5039,20.19,"minor commercial","very high"
"8448","Fis-30896","Actinopterygii","Pleuronectiformes","Cynoglossidae",20.1645406981255,0.39847003402038,62.4023771377952,7.18985443200921,1.72054591120588,0.631362201108418,10.838936655261,39,"reef-associated","tropical",NA,"short_andor_deep","LC","High",0.5,10,NA,"very high"
"8449","Fis-30898","Actinopterygii","Pleuronectiformes","Cynoglossidae",20.1645406981255,0.39847003402038,62.4023771377952,7.18985443200921,1.72054591120588,0.631362201108418,10.838936655261,170,"demersal","subtropical",NA,"short_andor_deep","LC","High",0.5,10,NA,"very high"
"8450","Fis-30899","Actinopterygii","Pleuronectiformes","Cynoglossidae",20.1645406981255,0.39847003402038,62.4023771377952,7.18985443200921,1.72054591120588,0.631362201108418,10.838936655261,110,"demersal","subtropical",NA,"short_andor_deep","LC","High",0.5,10,NA,"very high"
"8451","Fis-30900","Actinopterygii","Pleuronectiformes","Cynoglossidae",20.1645406981255,0.39847003402038,62.4023771377952,7.18985443200921,1.72054591120588,0.631362201108418,10.838936655261,133,"demersal","tropical",NA,"fusiform_normal","LC","High",0.5,10,NA,"very high"
"8452","Fis-30901","Actinopterygii","Scorpaeniformes","Cottidae",25.3850219863434,0.233773610826918,176.406622309891,9.93288223083749,3.05336589701056,0.411419884395754,14.5244122704271,NA,"demersal","temperate","hunting macrofauna (predator)","elongated","NE","High",1,24.63,NA,"low"
"8453","Fis-30902","Actinopterygii","Scorpaeniformes","Cottidae",28.6543208574438,0.195455762644346,257.862991229434,11.451168590407,3.54936172540941,0.350568411478522,16.1422276312728,530,"demersal","temperate","hunting macrofauna (predator)","elongated","NE","Low",0.501,38.24,"of no interest",NA
"8454","Fis-30903","Actinopterygii","Scorpaeniformes","Cottidae",28.6543208574438,0.195455762644346,257.862991229434,11.451168590407,3.54936172540941,0.350568411478522,16.1422276312728,1270,"demersal","polar","hunting macrofauna (predator)","elongated","NE","High",0.501,20.58,"of no interest",NA
"8455","Fis-30905","Actinopterygii","Scorpaeniformes","Cottidae",32.6667539257972,0.16104320075982,388.819937771747,13.3560178345843,4.17703898661312,0.294832069036524,18.0958816355659,925,"demersal","deep-water","hunting macrofauna (predator)","fusiform_normal","NE","Low",0.501,61.27,"of no interest",NA
"8456","Fis-30906","Actinopterygii","Scorpaeniformes","Agonidae",20.9270305192023,0.32498245927143,76.3467623560916,7.17040982289538,2.30675280150393,0.588510470460683,12.3046005852517,399,"demersal","temperate",NA,"elongated","NE","Medium",0.5625,33.73,NA,"unknown"
"8457","Fis-30907","Actinopterygii","Scorpaeniformes","Agonidae",20.9270305192023,0.32498245927143,76.3467623560916,7.17040982289538,2.30675280150393,0.588510470460683,12.3046005852517,366,"demersal","deep-water",NA,"elongated","NE","Medium",0.5625,28.25,NA,"unknown"
"8458","Fis-30908","Actinopterygii","Pleuronectiformes","Paralichthyidae",35.9208427996845,0.390580309849938,435.001081321673,6.45403800128025,1.25608551352874,0.681658931168908,14.680386073979,79,"demersal","subtropical","hunting macrofauna (predator)","short_andor_deep","LC","Medium",0.75,41.65,"minor commercial","very high"
"8459","Fis-30909","Actinopterygii","Scorpaeniformes","Hexagrammidae",25.7025360188805,0.294001389887256,141.594584162373,11.0322739364661,3.48905538118258,0.444039047944173,17.0826386132589,450,"demersal","subtropical","selective plankton feeding","elongated","NE","Medium",0.7502,36.99,NA,"unknown"
"8460","Fis-30910","Actinopterygii","Scorpaeniformes","Hexagrammidae",27.6597898284651,0.31230662196413,180.919441173746,10.4388489098415,3.30927585484465,0.480828910766906,18.0239640208038,201,"demersal","subtropical","hunting macrofauna (predator)","elongated","NE","High",0.7502,27.48,NA,"unknown"
"8461","Fis-30911","Actinopterygii","Perciformes","Acanthuridae",27.7155599454732,0.507682801522928,409.337416466718,23.2779618715314,3.2249056613416,0.74703117904195,16.8587549149977,10,"reef-associated","tropical","grazing on aquatic plants","short_andor_deep","LC","High",0.5,24.17,"commercial","medium"
"8462","Fis-30912","Actinopterygii","Perciformes","Gobiidae",13.0321262106335,0.61839934046548,13.2081690594649,4.27297643521014,0.905019975125257,1.22073765164542,6.79257882235088,37,"reef-associated","tropical",NA,"fusiform_normal","NE","High",0.5078,12.93,NA,"very high"
"8463","Fis-30913","Actinopterygii","Perciformes","Gobiidae",13.0321262106335,0.61839934046548,13.2081690594649,4.27297643521014,0.905019975125257,1.22073765164542,6.79257882235088,35,"demersal","tropical",NA,"fusiform_normal","NE","High",0.5078,12.01,NA,"very high"
"8464","Fis-30914","Actinopterygii","Perciformes","Gobiidae",13.0321262106335,0.61839934046548,13.2081690594649,4.27297643521014,0.905019975125257,1.22073765164542,6.79257882235088,45,"reef-associated","tropical",NA,"elongated","NE","High",0.5078,13.37,NA,"very high"
"8465","Fis-30915","Actinopterygii","Perciformes","Gobiidae",13.0321262106335,0.61839934046548,13.2081690594649,4.27297643521014,0.905019975125257,1.22073765164542,6.79257882235088,NA,"reef-associated","tropical",NA,"elongated","NE","High",0.5078,13.37,NA,"very high"
"8466","Fis-30916","Actinopterygii","Scorpaeniformes","Normanichthyidae",28.8068687353037,0.262679323660732,253.412962813006,10.2303457892215,3.10306815469305,0.442474568493949,16.7781007403041,NA,"demersal","tropical","grazing on aquatic plants","fusiform_normal","NE","High",1.5,10,NA,"low"
"8467","Fis-30917","Actinopterygii","Scorpaeniformes","Ereuniidae",28.8068687353037,0.262679323660732,253.412962813006,10.2303457892215,3.10306815469305,0.442474568493949,16.7781007403041,NA,"demersal","deep-water",NA,"elongated","NE",NA,1.125,26.6,NA,"unknown"
"8468","Fis-30918","Actinopterygii","Scorpaeniformes","Ereuniidae",28.8068687353037,0.262679323660732,253.412962813006,10.2303457892215,3.10306815469305,0.442474568493949,16.7781007403041,269,"demersal","deep-water",NA,NA,"NE",NA,0.875,14.4,NA,"unknown"
"8469","Fis-30919","Actinopterygii","Cetomimiformes","Rondeletiidae",16.3591526476809,0.393823816754244,32.6481087166352,7.50101217333826,2.04652029828379,0.568302741714304,10.6525856720596,3500,"pelagic","deep-water","feeding on dead animals (scavenger)","fusiform_normal","LC","High",1,29.02,"of no interest","unknown"
"8470","Fis-30920","Actinopterygii","Cetomimiformes","Barbourisiidae",27.6866258846875,0.375921089663623,164.900900296639,7.42973686331908,2.12155174222173,0.612402877270253,16.3234595604882,2000,"demersal","deep-water","variable","fusiform_normal","LC",NA,1.5,31.61,"of no interest","unknown"
"8471","Fis-30921","Actinopterygii","Zeiformes","Parazenidae",40.3120545799802,0.215699346326645,818.022152763924,12.800871062438,3.92932535248265,0.372005570861255,24.1952899329827,500,"demersal","deep-water",NA,"fusiform_normal","NE",NA,1.0625,10,NA,"unknown"
"8472","Fis-30925","Elasmobranchii","Rajiformes","Rajidae",79.8980040837793,0.189917789171025,2702.20634354991,12.8009646544802,5.88792150415344,0.324263136205313,57.5508914981886,530,"demersal","temperate","hunting macrofauna (predator)","other","LC","Low",0.5,57.01,"minor commercial","medium"
"8473","Fis-30927","Actinopterygii","Perciformes","Gobiidae",13.0321262106335,0.61839934046548,13.2081690594649,4.27297643521014,0.905019975125257,1.22073765164542,6.79257882235088,7,"demersal","subtropical",NA,"fusiform_normal","NE","High",0.501,12.47,NA,"very high"
"8474","Fis-30928","Actinopterygii","Perciformes","Leptobramidae",38.5911168983685,0.352035020708141,627.082286464389,9.39336370164218,2.28309311454617,0.582582065890555,21.373183789281,NA,"pelagic","tropical","hunting macrofauna (predator)","fusiform_normal","NE",NA,1.5,35.75,NA,"unknown"
"8475","Fis-30929","Actinopterygii","Perciformes","Ephippidae",41.4018238318573,0.348076177524181,780.851619767281,9.50509928301868,2.31128592752093,0.578761257011342,22.6752917887691,NA,"demersal","tropical","browsing on substrate","short_andor_deep","NE","High",1,19.22,"of no interest",NA
"8476","Fis-30931","Actinopterygii","Perciformes","Pomacentridae",16.149453050571,0.603113183281842,52.1228599747176,5.35749070607451,1.26589250112315,1.06443249261633,9.19731490070381,10,"reef-associated","tropical","grazing on aquatic plants","short_andor_deep","NE","High",0.5,20.93,NA,"unknown"
"8477","Fis-30932","Actinopterygii","Perciformes","Pomacentridae",16.149453050571,0.603113183281842,52.1228599747176,5.35749070607451,1.26589250112315,1.06443249261633,9.19731490070381,20,"reef-associated","tropical","grazing on aquatic plants","short_andor_deep","NE","High",0.5,24.15,NA,"unknown"
"8478","Fis-30933","Actinopterygii","Perciformes","Apogonidae",16.1747159025822,0.764868797943606,43.393636241654,4.93418228539146,1.11968884929275,1.20377655838209,9.71130011343826,64,"reef-associated","tropical",NA,"elongated","NE","High",0.5078,10.53,NA,"high"
"8479","Fis-30934","Actinopterygii","Perciformes","Apogonidae",16.1747159025822,0.764868797943606,43.393636241654,4.93418228539146,1.11968884929275,1.20377655838209,9.71130011343826,64,"reef-associated","tropical","hunting macrofauna (predator)","elongated","NE","High",0.5078,10,NA,"high"
"8480","Fis-30935","Actinopterygii","Perciformes","Apogonidae",16.1747159025822,0.764868797943606,43.393636241654,4.93418228539146,1.11968884929275,1.20377655838209,9.71130011343826,64,"demersal","subtropical",NA,"elongated","NE","High",0.5078,10,NA,"high"
"8481","Fis-30936","Actinopterygii","Perciformes","Apogonidae",16.1747159025822,0.764868797943606,43.393636241654,4.93418228539146,1.11968884929275,1.20377655838209,9.71130011343826,35,"reef-associated","tropical","hunting macrofauna (predator)","elongated","NE","High",0.5078,19.64,NA,"high"
"8482","Fis-30938","Actinopterygii","Tetraodontiformes","Monacanthidae",19.3288016846044,0.538741695008556,108.87858601085,4.76742017393325,1.46402938117706,1.13882240548303,11.1827724043436,NA,"reef-associated","tropical",NA,"short_andor_deep","NE","High",0.5039,12.47,NA,"unknown"
"8483","Fis-30939","Actinopterygii","Perciformes","Microdesmidae",38.5911168983685,0.352035020708141,627.082286464389,9.39336370164218,2.28309311454617,0.582582065890555,21.373183789281,15,"demersal","subtropical",NA,"elongated","NE",NA,0.5,10,NA,"unknown"
"8484","Fis-30940","Actinopterygii","Perciformes","Microdesmidae",38.5911168983685,0.352035020708141,627.082286464389,9.39336370164218,2.28309311454617,0.582582065890555,21.373183789281,60,"reef-associated","tropical",NA,"elongated","LC",NA,0.5,10,NA,"unknown"
"8485","Fis-30942","Actinopterygii","Perciformes","Microdesmidae",38.5911168983685,0.352035020708141,627.082286464389,9.39336370164218,2.28309311454617,0.582582065890555,21.373183789281,50,"reef-associated","tropical","selective plankton feeding","elongated","LC",NA,0.5,10,NA,"unknown"
"8486","Fis-30943","Actinopterygii","Perciformes","Microdesmidae",38.5911168983685,0.352035020708141,627.082286464389,9.39336370164218,2.28309311454617,0.582582065890555,21.373183789281,40,"reef-associated","tropical",NA,"elongated","LC",NA,0.5,10,NA,"unknown"
"8487","Fis-30944","Actinopterygii","Perciformes","Blenniidae",22.1916174546873,0.437777677481808,118.795018337076,6.88085186495625,1.6704719467109,0.805042598597716,12.3290997219085,20,"reef-associated","tropical","grazing on aquatic plants","elongated","LC","High",0.5,16.21,"of no interest","unknown"
"8488","Fis-30945","Actinopterygii","Perciformes","Blenniidae",22.1916174546873,0.437777677481808,118.795018337076,6.88085186495625,1.6704719467109,0.805042598597716,12.3290997219085,16,"reef-associated","tropical","grazing on aquatic plants","elongated","LC","High",0.5,22.58,"of no interest","unknown"
"8489","Fis-30946","Actinopterygii","Perciformes","Blenniidae",22.1916174546873,0.437777677481808,118.795018337076,6.88085186495625,1.6704719467109,0.805042598597716,12.3290997219085,8,"reef-associated","tropical","grazing on aquatic plants","fusiform_normal","LC","High",0.5,24.65,"of no interest","unknown"
"8490","Fis-30947","Actinopterygii","Perciformes","Blenniidae",22.1916174546873,0.437777677481808,118.795018337076,6.88085186495625,1.6704719467109,0.805042598597716,12.3290997219085,8,"reef-associated","tropical","grazing on aquatic plants","fusiform_normal","LC","High",0.5,23.88,"of no interest","unknown"
"8491","Fis-30948","Actinopterygii","Perciformes","Blenniidae",22.1916174546873,0.437777677481808,118.795018337076,6.88085186495625,1.6704719467109,0.805042598597716,12.3290997219085,22,"reef-associated","subtropical","grazing on aquatic plants","fusiform_normal","LC","High",0.5,24.65,"of no interest","unknown"
"8492","Fis-30949","Actinopterygii","Perciformes","Blenniidae",22.1916174546873,0.437777677481808,118.795018337076,6.88085186495625,1.6704719467109,0.805042598597716,12.3290997219085,10,"reef-associated","tropical","grazing on aquatic plants","fusiform_normal","LC","High",0.5,22.42,"of no interest","unknown"
"8493","Fis-30950","Actinopterygii","Perciformes","Blenniidae",22.1916174546873,0.437777677481808,118.795018337076,6.88085186495625,1.6704719467109,0.805042598597716,12.3290997219085,10,"demersal","tropical","grazing on aquatic plants","fusiform_normal","LC","High",0.5,18.07,"of no interest","unknown"
"8494","Fis-30952","Actinopterygii","Perciformes","Blenniidae",22.1916174546873,0.437777677481808,118.795018337076,6.88085186495625,1.6704719467109,0.805042598597716,12.3290997219085,25,"reef-associated","tropical","grazing on aquatic plants","fusiform_normal","LC","High",0.5,19.69,"of no interest","unknown"
"8495","Fis-30953","Actinopterygii","Perciformes","Blenniidae",22.1916174546873,0.437777677481808,118.795018337076,6.88085186495625,1.6704719467109,0.805042598597716,12.3290997219085,8,"demersal","tropical","grazing on aquatic plants","fusiform_normal","LC","High",0.5,24.92,"of no interest","unknown"
"8496","Fis-30954","Actinopterygii","Perciformes","Blenniidae",22.1916174546873,0.437777677481808,118.795018337076,6.88085186495625,1.6704719467109,0.805042598597716,12.3290997219085,18,"reef-associated","tropical","grazing on aquatic plants","fusiform_normal","LC","High",0.5,19.5,"of no interest","unknown"
"8497","Fis-30955","Actinopterygii","Perciformes","Blenniidae",22.1916174546873,0.437777677481808,118.795018337076,6.88085186495625,1.6704719467109,0.805042598597716,12.3290997219085,20,"reef-associated","tropical","grazing on aquatic plants","elongated","LC","High",0.5,23.74,"of no interest","unknown"
"8498","Fis-30957","Actinopterygii","Perciformes","Labridae",28.6780883606052,0.330419828304999,333.611170413121,8.97238027933105,2.32668490697313,0.650280325801431,15.4306239919947,100,"reef-associated","subtropical","hunting macrofauna (predator)","elongated","LC","High",0.5002,25.19,NA,"very high"
"8499","Fis-30958","Actinopterygii","Perciformes","Labridae",28.6780883606052,0.330419828304999,333.611170413121,8.97238027933105,2.32668490697313,0.650280325801431,15.4306239919947,75,"demersal","subtropical",NA,"elongated","LC","High",0.5002,22.91,NA,"very high"
"8500","Fis-30960","Actinopterygii","Perciformes","Labridae",28.6780883606052,0.330419828304999,333.611170413121,8.97238027933105,2.32668490697313,0.650280325801431,15.4306239919947,100,"reef-associated","subtropical","hunting macrofauna (predator)","elongated","LC","High",0.5002,23.25,NA,"very high"
"8501","Fis-30961","Actinopterygii","Perciformes","Labridae",28.6780883606052,0.330419828304999,333.611170413121,8.97238027933105,2.32668490697313,0.650280325801431,15.4306239919947,NA,"demersal","tropical",NA,"elongated","DD","High",0.5002,13.37,NA,"very high"
"8502","Fis-30962","Actinopterygii","Perciformes","Pseudochromidae",38.5911168983685,0.352035020708141,627.082286464389,9.39336370164218,2.28309311454617,0.582582065890555,21.373183789281,3,"reef-associated","subtropical","hunting macrofauna (predator)","eel_like","LC","High",1,21.17,NA,"unknown"
"8503","Fis-30965","Actinopterygii","Perciformes","Pseudochromidae",38.5911168983685,0.352035020708141,627.082286464389,9.39336370164218,2.28309311454617,0.582582065890555,21.373183789281,16,"demersal","subtropical","hunting macrofauna (predator)","eel_like","NE","Medium",0.5312,29.33,NA,"unknown"
"8504","Fis-30966","Actinopterygii","Perciformes","Pseudochromidae",38.5911168983685,0.352035020708141,627.082286464389,9.39336370164218,2.28309311454617,0.582582065890555,21.373183789281,NA,"demersal","tropical","hunting macrofauna (predator)","eel_like","NE","High",0.625,13.79,NA,"unknown"
"8505","Fis-30967","Actinopterygii","Perciformes","Pseudochromidae",38.5911168983685,0.352035020708141,627.082286464389,9.39336370164218,2.28309311454617,0.582582065890555,21.373183789281,2,"reef-associated","tropical",NA,"eel_like","LC","High",0.625,16.55,NA,"unknown"
"8506","Fis-30968","Actinopterygii","Perciformes","Pseudochromidae",38.5911168983685,0.352035020708141,627.082286464389,9.39336370164218,2.28309311454617,0.582582065890555,21.373183789281,15,"reef-associated","tropical","hunting macrofauna (predator)","eel_like","LC","High",0.625,11.53,NA,"unknown"
"8507","Fis-30975","Actinopterygii","Perciformes","Pholidichthyidae",38.5911168983685,0.352035020708141,627.082286464389,9.39336370164218,2.28309311454617,0.582582065890555,21.373183789281,30,"reef-associated","tropical",NA,"elongated","NE",NA,1,18.08,"of no interest","unknown"
"8508","Fis-30979","Actinopterygii","Perciformes","Scombrolabracidae",38.5911168983685,0.352035020708141,627.082286464389,9.39336370164218,2.28309311454617,0.582582065890555,21.373183789281,900,"pelagic","subtropical","hunting macrofauna (predator)","fusiform_normal","LC",NA,1.5,16,"of no interest","unknown"
"8509","Fis-30980","Actinopterygii","Perciformes","Mullidae",20.5480021057517,0.913583952369836,139.000886213877,3.80372824814668,0.779110543380891,1.78300893596239,11.5027943729649,90,"demersal","tropical","hunting macrofauna (predator)","fusiform_normal","LC","Medium",0.5,15.4,"minor commercial","high"
"8510","Fis-30981","Actinopterygii","Perciformes","Amarsipidae",38.5911168983685,0.352035020708141,627.082286464389,9.39336370164218,2.28309311454617,0.582582065890555,21.373183789281,130,"pelagic","tropical",NA,"fusiform_normal","NE",NA,1.5,15.86,"of no interest","unknown"
"8511","Fis-30982","Actinopterygii","Perciformes","Gerreidae",26.5661805207009,1.11431024288143,183.228070776705,3.21420976834536,0.582126228161447,1.97953092510541,11.6301229156535,50,"demersal","tropical","hunting macrofauna (predator)","fusiform_normal","LC","High",0.5,34.83,"minor commercial","medium"
"8512","Fis-30983","Actinopterygii","Aulopiformes","Synodontidae",45.8161163471345,0.518782053743355,623.173562655118,5.04995987958311,1.41685610948322,0.874034376528525,23.0822595012628,260,"demersal","tropical","hunting macrofauna (predator)","elongated","NE","High",0.5,20.24,"commercial","medium"
"8513","Fis-30985","Actinopterygii","Myctophiformes","Myctophidae",9.50108238531639,0.471590862667743,8.06473968146191,4.55360979131093,1.41427312317866,1.10084224312941,5.63072108382736,1948,"pelagic","deep-water","selective plankton feeding","elongated","LC","High",0.5,26.81,NA,"high"
"8514","Fis-30986","Actinopterygii","Myctophiformes","Myctophidae",9.50108238531639,0.471590862667743,8.06473968146191,4.55360979131093,1.41427312317866,1.10084224312941,5.63072108382736,NA,"pelagic","deep-water","selective plankton feeding","elongated","NE","Medium",0.5,36.29,NA,"high"
"8515","Fis-30987","Actinopterygii","Myctophiformes","Myctophidae",9.90970063241151,0.433081522530839,8.79080233151257,4.93140993560305,1.53480635008138,0.995184146372219,5.91240788040828,1537,"pelagic","deep-water","selective plankton feeding","fusiform_normal","LC","Medium",0.5,28.38,NA,"high"
"8516","Fis-30988","Actinopterygii","Perciformes","Sphyraenidae",44.948527451879,0.494349739554876,376.88208188398,6.72192105818961,1.67547869421083,0.822833734513629,23.4545957065281,200,"reef-associated","tropical","hunting macrofauna (predator)","elongated","NE","High",0.5,25.15,"commercial","medium"
"8517","Fis-30991","Actinopterygii","Pleuronectiformes","Psettodidae",43.9602093724739,0.377088761105147,1147.07136645969,7.69246621741496,1.84488938314226,0.675150712432499,20.8615620623092,150,"demersal","tropical","hunting macrofauna (predator)","short_andor_deep","DD","Medium",0.75,38.42,"commercial","high"
"8518","Fis-30992","Actinopterygii","Tetraodontiformes","Triodontidae",34.7279183401991,0.392621734519677,594.125961591069,6.52987796582264,2.02858737626128,0.811908148753521,19.1666614957859,300,"reef-associated","tropical","variable","short_andor_deep","NE",NA,1.5,26.68,NA,"unknown"
"8519","Fis-30993","Actinopterygii","Notacanthiformes","Notacanthidae",33.7236805015612,0.346738912026165,327.830834887446,7.62293954433204,2.22392125846132,0.616344558386734,18.8154381003653,2000,"demersal","deep-water","hunting macrofauna (predator)","elongated","NE","Low",1.0005,43.17,"of no interest","unknown"
"8520","Fis-30995","Elasmobranchii","Myliobatiformes","Hexatrygonidae",111.302333981818,0.144019436703335,5614.41929135077,14.7225039856361,5.33647399420661,0.275747830841239,57.9019755892444,1120,"demersal","deep-water",NA,"other","LC","Low",1.5,76.2,"of no interest",NA
"8521","Fis-31001","Actinopterygii","Myctophiformes","Myctophidae",9.46129188303633,0.657286866836137,8.32696606678787,3.56832679324058,1.11430564955557,1.49470543009407,5.71257704823068,1000,"pelagic","deep-water","selective plankton feeding","elongated","LC","High",0.502,23.48,NA,"high"
"8522","Fis-31003","Actinopterygii","Anguilliformes","Congridae",75.942781653355,0.153173128989078,3380.00155735265,14.6948722702036,4.53993652019882,0.287736663885934,39.1787086092487,672,"demersal","deep-water",NA,"eel_like","NE","Medium",0.75,36.9,"of no interest",NA
"8523","Fis-31004","Actinopterygii","Saccopharyngiformes","Eurypharyngidae",28.5214442641523,0.402848281288839,182.910645803624,6.85997763534291,1.98280166893394,0.680590543817904,16.5448723423216,7625,"pelagic","deep-water","hunting macrofauna (predator)","eel_like","LC","Low",1.5,53.65,"of no interest","unknown"
"8524","Fis-31009","Actinopterygii","Perciformes","Sparidae",35.7243922955516,0.196691042191476,804.992104597675,11.167200187652,2.8908801872507,0.469586835696809,17.2681863918812,500,"demersal","subtropical","hunting macrofauna (predator)","fusiform_normal","LC","Medium",0.5001,52.48,"commercial","medium"
"8525","Fis-31010","Actinopterygii","Perciformes","Sparidae",79.1984801509612,0.147778668472743,6565.28842210841,16.0893943657672,4.03634092929698,0.307561239406385,36.2872885973217,450,"demersal","tropical","hunting macrofauna (predator)","fusiform_normal","LC","Medium",0.5001,60.05,"commercial","medium"
"8526","Fis-31011","Actinopterygii","Perciformes","Siganidae",26.7283201509274,0.550099099100673,223.65121603516,7.38843476532931,2.09560560991443,0.889601988118014,16.7561541917821,30,"reef-associated","subtropical","browsing on substrate","fusiform_normal","LC","Medium",0.5,36.43,"minor commercial","high"
"8527","Fis-31012","Actinopterygii","Perciformes","Sciaenidae",73.6344861204162,0.296008411740626,3527.65553271302,10.9357944897358,2.7809912938397,0.4825527369417,38.6841468573288,200,"demersal","subtropical","hunting macrofauna (predator)","fusiform_normal","DD","Medium",0.5,36.37,"commercial","medium"
"8528","Fis-31013","Actinopterygii","Perciformes","Sciaenidae",57.0184285372981,0.279853493387835,1668.26855810695,11.132674258064,2.84500610009346,0.46288042902624,30.8871645298038,300,"demersal","subtropical",NA,"fusiform_normal","LC","Medium",0.5,43.62,"commercial","low"
"8529","Fis-31015","Actinopterygii","Perciformes","Sciaenidae",70.8553242796507,0.281561377551093,2960.59980952064,12.1459945085662,3.74861876868325,0.520705016714269,41.0295782363492,150,"demersal","tropical","hunting macrofauna (predator)","fusiform_normal","LC","Medium",0.5156,48.76,"commercial","medium"
"8530","Fis-31016","Actinopterygii","Perciformes","Pomacentridae",11.7689501733671,0.667761069150913,25.6712739969898,4.73865563562146,1.10551424662744,1.19962629544881,6.81761019012304,40,"reef-associated","tropical","variable","short_andor_deep","NE","High",0.5,16.48,"subsistence fisheries","unknown"
"8531","Fis-31017","Elasmobranchii","Rajiformes","Rajidae",127.866311614857,0.133145486406031,11030.8824455482,17.9680800532757,8.81962123599581,0.232908861969564,91.3416950828479,380,"demersal","temperate","hunting macrofauna (predator)","other","NT","Low",0.5,65.3,"minor commercial","medium"
"8532","Fis-31019","Actinopterygii","Perciformes","Nemipteridae",29.0278800499256,0.428946061256357,349.553348748023,5.75792823198258,1.48316259259518,0.97782313484695,14.3305698938104,300,"demersal","tropical","hunting macrofauna (predator)","fusiform_normal","NE","Medium",0.5,29.71,"commercial","high"
"8533","Fis-31020","Actinopterygii","Lophiiformes","Ceratiidae",36.6286888364391,0.251170486141299,444.973573115548,8.72084859758122,2.5234027112433,0.46840192017173,18.9794277924427,4400,"pelagic","deep-water",NA,"short_andor_deep","LC",NA,0.6875,72,"of no interest","unknown"
